PID,Name,Path
632,comdlg32.dll,C:\WINDOWS\system32\comdlg32.dll
632,SHELL32.dll,C:\WINDOWS\system32\SHELL32.dll
632,SHLWAPI.dll,C:\WINDOWS\system32\SHLWAPI.dll
632,comctl32.dll,C:\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202\comctl32.dll
632,odbcint.dll,C:\WINDOWS\system32\odbcint.dll
632,SHSVCS.dll,C:\WINDOWS\system32\SHSVCS.dll
632,sfc.dll,C:\WINDOWS\system32\sfc.dll
632,sfc_os.dll,C:\WINDOWS\system32\sfc_os.dll
632,ole32.dll,C:\WINDOWS\system32\ole32.dll
632,Apphelp.dll,C:\WINDOWS\system32\Apphelp.dll
632,msctfime.ime,C:\WINDOWS\system32\msctfime.ime
632,WINSCARD.DLL,C:\WINDOWS\system32\WINSCARD.DLL
632,WTSAPI32.dll,C:\WINDOWS\system32\WTSAPI32.dll
632,sxs.dll,C:\WINDOWS\system32\sxs.dll
632,uxtheme.dll,C:\WINDOWS\system32\uxtheme.dll
632,WINMM.dll,C:\WINDOWS\system32\WINMM.dll
632,cscdll.dll,C:\WINDOWS\system32\cscdll.dll
632,dimsntfy.dll,C:\WINDOWS\System32\dimsntfy.dll
632,WlNotify.dll,C:\WINDOWS\system32\WlNotify.dll
632,MPR.dll,C:\WINDOWS\system32\MPR.dll
632,WINSPOOL.DRV,C:\WINDOWS\system32\WINSPOOL.DRV
632,rsaenh.dll,C:\WINDOWS\system32\rsaenh.dll
632,WgaLogon.dll,C:\WINDOWS\system32\WgaLogon.dll
632,OLEAUT32.dll,C:\WINDOWS\system32\OLEAUT32.dll
632,NTMARTA.DLL,C:\WINDOWS\system32\NTMARTA.DLL
632,SAMLIB.dll,C:\WINDOWS\system32\SAMLIB.dll
632,WLDAP32.dll,C:\WINDOWS\system32\WLDAP32.dll
632,CLBCATQ.DLL,C:\WINDOWS\system32\CLBCATQ.DLL
632,COMRes.dll,C:\WINDOWS\system32\COMRes.dll
632,msv1_0.dll,C:\WINDOWS\system32\msv1_0.dll
632,cryptdll.dll,C:\WINDOWS\system32\cryptdll.dll
632,iphlpapi.dll,C:\WINDOWS\system32\iphlpapi.dll
632,cscui.dll,C:\WINDOWS\system32\cscui.dll
632,xpsp2res.dll,C:\WINDOWS\system32\xpsp2res.dll
632,wdmaud.drv,C:\WINDOWS\system32\wdmaud.drv
632,msacm32.drv,C:\WINDOWS\system32\msacm32.drv
632,MSACM32.dll,C:\WINDOWS\system32\MSACM32.dll
632,midimap.dll,C:\WINDOWS\system32\midimap.dll
632,wbemprox.dll,C:\WINDOWS\system32\wbem\wbemprox.dll
632,wbemcomn.dll,C:\WINDOWS\system32\wbem\wbemcomn.dll
632,wbemsvc.dll,C:\WINDOWS\system32\wbem\wbemsvc.dll
632,fastprox.dll,C:\WINDOWS\system32\wbem\fastprox.dll
632,MSVCP60.dll,C:\WINDOWS\system32\MSVCP60.dll
632,NTDSAPI.dll,C:\WINDOWS\system32\NTDSAPI.dll
632,DNSAPI.dll,C:\WINDOWS\system32\DNSAPI.dll
676,services.exe,C:\WINDOWS\system32\services.exe
676,kernel32.dll,C:\WINDOWS\system32\kernel32.dll
688,kernel32.dll,C:\WINDOWS\system32\kernel32.dll
688,ADVAPI32.dll,C:\WINDOWS\system32\ADVAPI32.dll
688,RPCRT4.dll,C:\WINDOWS\system32\RPCRT4.dll
688,Secur32.dll,C:\WINDOWS\system32\Secur32.dll
688,LSASRV.dll,C:\WINDOWS\system32\LSASRV.dll
688,MPR.dll,C:\WINDOWS\system32\MPR.dll
688,USER32.dll,C:\WINDOWS\system32\USER32.dll
688,GDI32.dll,C:\WINDOWS\system32\GDI32.dll
688,MSASN1.dll,C:\WINDOWS\system32\MSASN1.dll
688,msvcrt.dll,C:\WINDOWS\system32\msvcrt.dll
688,NETAPI32.dll,C:\WINDOWS\system32\NETAPI32.dll
688,NTDSAPI.dll,C:\WINDOWS\system32\NTDSAPI.dll
688,DNSAPI.dll,C:\WINDOWS\system32\DNSAPI.dll
